attention_score,news_total,blog_total,policy_total,twitter_total,facebook_total,mendeley_total,fk_id_crp,fk_id_phases,fk_id_altmetrics_info
0,0,0,0,0,0,0,2,26,1482
42,0,0,0,52,1,37,2,26,1483
0,0,0,0,0,0,0,2,26,1484
11,0,2,0,0,0,35,2,26,1485
50,1,4,0,31,1,36,2,26,1486
11,0,2,0,0,0,13,2,26,1487
0,0,0,0,0,0,0,2,26,1488
9,0,0,0,14,0,8,2,26,1489
23,0,3,0,9,1,8,2,26,1490
13,0,2,0,1,0,82,2,26,1491
11,0,1,0,3,0,14,2,26,1492
69,0,5,0,57,1,98,2,26,1493
14,0,1,0,11,0,58,2,26,1494
22,0,2,0,16,0,31,2,26,1495
417,36,8,0,121,2,147,2,26,1496
46,1,2,0,41,2,103,2,26,1497
17,0,1,0,14,0,21,2,26,1498
53,0,1,0,66,3,139,2,26,1499
61,4,2,0,29,0,168,2,26,1500
20,0,0,0,29,0,13,2,26,1501
4,0,0,0,6,0,12,2,26,1502
11,0,2,0,0,0,14,2,26,1503
5,0,0,0,8,0,12,2,26,1504
17,1,1,1,0,0,26,2,26,1505
0,0,0,0,0,0,0,2,26,1506
19,0,2,0,10,0,19,2,26,1507
0,0,0,0,0,0,0,2,26,1508
0,0,0,0,0,0,0,2,26,1509
0,0,0,0,0,0,0,2,26,1510
0,0,0,0,0,0,0,2,26,1511
28,2,2,0,2,0,40,2,26,1512
0,0,0,0,0,0,0,2,26,1513
1,0,0,0,2,0,12,2,26,1514
6,0,1,0,0,0,21,2,26,1515
34,0,0,0,51,0,14,2,26,1516
14,1,0,0,6,0,22,2,26,1517
35,0,0,0,49,1,41,2,26,1518
10,0,0,0,19,0,20,2,26,1519
6,0,1,0,0,0,7,2,26,1520
33,0,2,0,27,0,57,2,26,1521
14,0,2,0,1,0,40,2,26,1522
8,0,1,0,1,0,33,2,26,1523
6,0,0,0,8,0,7,2,26,1524
32,0,1,0,39,4,45,2,26,1525
7,0,0,0,11,0,30,2,26,1526
21,0,0,0,26,0,24,2,26,1527
2,0,0,0,3,0,115,2,26,1528
106,1,3,0,126,0,19,2,26,1529
144,11,1,0,76,0,52,2,26,1530
11,0,1,0,4,0,46,2,26,1531
20,0,3,0,5,0,17,2,26,1532
17,0,0,0,23,0,21,2,26,1533
10,0,0,0,16,0,13,2,26,1534
35,0,0,0,53,0,43,2,26,1535
32,0,1,0,37,1,26,2,26,1536
15,0,1,0,10,0,7,2,26,1537
13,0,1,0,4,0,32,2,26,1538
0,0,0,0,0,0,0,2,26,1539
150,13,6,0,33,0,24,2,26,1540
15,0,1,0,10,0,3,2,26,1541
5,0,0,0,8,0,30,2,26,1542
5,0,0,0,7,0,2,2,26,1543
1,0,0,0,1,0,49,2,26,1544
1,0,0,0,1,0,16,2,26,1545
15,0,1,0,11,0,32,2,26,1546
4,0,0,0,7,0,8,2,26,1547
0,0,0,0,0,0,0,2,26,1548
32,0,1,0,36,0,39,2,26,1549
12,0,1,0,6,0,7,2,26,1550
0,0,0,0,0,0,0,2,26,1551
3,0,0,0,4,0,17,2,26,1552
10,0,1,0,3,0,44,2,26,1553
6,0,1,0,0,0,40,2,26,1554
18,0,1,0,15,0,13,2,26,1555
0,0,0,0,0,0,0,2,26,1556
2,0,0,0,4,0,8,2,26,1557
10,0,0,0,14,0,35,2,26,1558
2,0,0,0,2,0,31,2,26,1559
4,0,0,1,3,0,47,2,26,1560
0,0,0,0,0,0,0,2,20,3844
0,0,0,0,0,0,0,2,20,3845
1,0,0,0,1,0,58,2,20,3846
1,0,0,0,1,0,25,2,20,3847
0,0,0,0,0,0,0,2,20,3848
3,0,0,0,4,0,5,2,20,3849
9,0,0,0,14,0,51,2,20,3850
15,0,0,0,21,0,68,2,20,3851
6,0,0,1,5,0,86,2,20,3852
8,0,0,0,10,1,84,2,20,3853
10,0,1,0,3,0,14,2,20,3854
0,0,0,0,0,0,0,2,20,3855
2,0,0,0,2,0,25,2,20,3856
30,0,2,1,20,0,132,2,20,3857
20,0,0,0,29,1,15,2,20,3858
0,0,0,0,0,0,0,2,20,3859
0,0,0,0,0,0,0,2,20,3860
20,1,0,2,6,0,107,2,20,3861
11,0,0,0,18,0,81,2,20,3862
10,0,1,0,3,0,125,2,20,3863
7,0,0,1,6,1,76,2,20,3864
0,0,0,0,0,0,0,2,20,3865
0,0,0,0,0,0,0,2,20,3866
99,0,3,1,101,1,409,2,20,3867
1,0,0,0,1,0,48,2,20,3868
6,0,0,0,7,0,20,2,20,3869
69,1,4,0,52,0,39,2,20,3870
17,0,1,2,6,0,96,2,20,3871
0,0,0,0,0,0,0,2,20,3872
12,0,1,0,6,0,132,2,20,3873
0,0,0,0,0,0,0,2,20,3874
3,0,0,0,4,0,7,2,20,3875
0,0,0,0,0,0,0,2,20,3876
0,0,0,0,0,0,0,2,20,3877
0,0,0,0,0,0,0,2,20,3878
0,0,0,0,0,0,0,2,20,3879
0,0,0,0,0,0,0,2,20,3880
11,0,1,0,6,0,39,2,20,3881
0,0,0,0,0,0,0,2,20,3882
22,0,0,0,29,1,207,2,20,3883
28,0,3,0,10,0,107,2,20,3884
0,0,0,0,0,0,0,2,20,3885
1,0,0,0,1,0,4,2,20,3886
3,0,0,0,5,0,69,2,20,3887
1,0,0,0,1,0,15,2,20,3888
9,0,0,1,9,0,61,2,20,3889
1,0,0,0,1,0,9,2,20,3890
0,0,0,0,0,0,0,2,20,3891
14,0,2,0,2,0,141,2,20,3892
0,0,0,0,0,0,0,2,20,3893
7,0,0,1,6,0,36,2,20,3894
15,0,2,0,4,0,87,2,20,3895
0,0,0,0,0,0,0,2,20,3896
18,0,0,3,13,0,153,2,20,3897
474,45,7,1,85,0,94,2,20,3898
5,0,0,0,8,0,74,2,20,3899
0,0,0,0,0,0,0,2,20,3900
0,0,0,0,0,0,0,2,20,3901
5,0,0,0,7,0,33,2,20,3902
0,0,0,0,0,0,0,2,20,3903
4,0,0,1,2,0,18,2,20,3904
5,0,0,0,6,0,105,2,20,3905
0,0,0,0,0,0,0,2,20,3906
4,0,0,0,5,0,36,2,20,3907
3,0,0,1,0,0,120,2,20,3908
0,0,0,0,0,0,0,2,20,3909
0,0,0,0,0,0,0,2,20,3910
18,0,2,0,11,0,58,2,20,3911
39,0,1,0,43,0,259,2,20,3912
8,0,0,0,9,0,70,2,20,3913
5,0,0,0,7,0,99,2,20,3914
6,0,0,0,10,0,26,2,20,3915
2,0,0,0,4,0,6,2,20,3916
11,0,0,0,16,0,25,2,20,3917
0,0,0,0,0,0,0,2,20,3918
40,0,0,0,50,0,30,2,20,3919
1,0,0,0,1,0,28,2,20,3920
5,0,0,0,6,0,111,2,20,3921
0,0,0,0,0,0,0,2,20,3922
134,12,2,4,20,1,185,2,20,3923
22,0,0,0,30,3,54,2,20,3924
2,0,0,0,2,0,79,2,20,3925
9,0,1,0,2,0,36,2,20,3926
0,0,0,0,0,0,0,2,20,3927
1,0,0,0,1,0,36,2,20,3928
2,0,0,0,3,0,30,2,20,3929
13,0,1,1,4,0,91,2,20,3930
39,4,0,0,7,0,124,2,20,3931
8,0,1,0,1,0,47,2,20,3932
1,0,0,0,1,0,29,2,20,3933
25,0,2,0,18,1,96,2,20,3934
21,0,3,0,7,0,81,2,20,3935
0,0,0,0,0,0,0,2,20,3936
1,0,0,0,1,0,87,2,20,3937
11,0,1,0,7,0,16,2,20,3938
8,0,0,1,8,0,118,2,20,3939
2,0,0,0,2,0,21,2,20,3940
27,4,0,0,4,0,38,2,20,3941
5,0,0,0,7,0,41,2,20,3942
0,0,0,0,0,0,0,2,20,3943
24,1,1,0,8,1,131,2,20,3944
0,0,0,0,0,0,0,2,20,3945
0,0,0,0,0,0,0,2,20,3946
3,0,0,0,4,0,15,2,20,3947
27,1,1,2,5,0,196,2,20,3948
428,51,2,0,12,0,52,2,20,3949
0,0,0,0,0,0,0,2,20,3950
56,4,4,0,5,0,88,2,20,3951
1,0,0,0,2,0,71,2,20,3952
0,0,0,0,0,0,0,2,20,3953
0,0,0,0,0,0,0,2,20,3954
0,0,0,0,0,0,0,2,20,3955
7,0,0,1,6,0,73,2,20,3956
95,7,3,1,21,0,271,2,20,3957
19,0,1,0,16,1,104,2,20,3958
1,0,0,0,1,0,3,2,20,3959
1,0,0,0,1,0,72,3,40,332
3,0,0,0,5,0,54,3,40,333
10,0,1,0,4,0,55,3,40,334
4,0,0,0,5,1,47,3,40,335
205,0,0,3,301,1,436,3,40,336
11,0,1,0,5,0,111,3,40,337
46,1,4,1,18,1,43,3,40,338
79,4,7,1,12,0,127,3,40,339
251,1,2,0,357,1,78,3,40,340
11,0,0,0,15,1,14,3,40,341
17,0,1,0,16,1,99,3,40,342
187,6,4,0,185,0,413,3,40,343
39,0,6,0,8,0,29,3,40,344
0,0,0,0,0,0,0,3,40,345
0,0,0,0,0,0,0,3,40,346
0,0,0,0,0,0,0,3,40,347
0,0,0,0,0,0,0,3,40,348
1,0,0,0,1,0,4,3,40,349
0,0,0,0,0,0,0,3,40,350
0,0,0,0,0,0,0,3,40,351
0,0,0,0,0,0,0,3,40,352
0,0,0,0,0,0,0,3,40,353
0,0,0,0,0,0,0,3,40,354
0,0,0,0,0,0,0,3,40,355
0,0,0,0,0,0,0,3,40,356
0,0,0,0,0,0,0,3,40,357
9,0,0,0,12,0,17,3,40,358
3,0,0,1,0,0,12,3,40,359
0,0,0,0,0,0,0,3,40,360
3,0,0,0,3,0,75,3,40,361
2,0,0,0,4,0,57,3,40,362
0,0,0,0,0,0,0,3,40,363
0,0,0,0,0,0,0,3,40,364
8,0,1,0,1,0,42,3,40,365
8,0,0,0,12,0,24,3,40,366
1,0,0,0,2,0,204,3,40,367
33,1,4,0,6,0,52,3,40,368
32,1,3,1,3,0,165,3,40,369
16,0,1,0,12,0,66,3,40,370
4,0,0,0,6,0,11,3,40,371
2,0,0,0,3,0,118,3,40,372
1,0,0,0,1,0,16,3,40,373
0,0,0,0,0,0,0,3,40,374
5,0,0,0,6,0,21,3,40,375
8,0,1,0,1,0,7,3,40,376
3,0,0,0,4,0,45,3,40,377
4,0,0,0,6,0,39,3,40,378
12,0,0,0,17,2,13,3,40,379
1,0,0,0,2,0,16,3,40,380
6,0,0,2,0,0,69,3,40,381
0,0,0,0,0,0,0,3,40,382
2,0,0,0,3,0,23,3,40,383
22,1,0,1,10,0,187,3,40,384
1,0,0,0,1,0,27,3,40,385
2,0,0,0,3,0,36,3,40,386
1,0,0,0,1,0,11,3,40,387
1,0,0,0,1,0,19,3,40,388
8,0,0,1,6,2,13,3,40,389
0,0,0,0,0,0,0,3,40,390
0,0,0,0,0,0,0,3,40,391
2,0,0,0,2,0,22,3,40,392
2,0,0,0,2,0,40,3,40,393
0,0,0,0,0,0,0,3,40,394
2,0,0,0,2,0,134,3,40,395
2,0,0,0,3,1,99,3,40,396
0,0,0,0,0,0,0,3,40,397
8,0,0,0,10,0,54,3,40,398
1,0,0,0,1,0,46,3,40,399
14,0,1,0,8,1,161,3,40,400
1,0,0,0,1,0,29,3,40,401
0,0,0,0,0,0,0,3,40,402
26,1,1,0,16,1,73,3,40,403
3,0,0,0,6,0,41,3,40,404
0,0,0,0,0,0,0,3,40,405
3,0,0,1,0,0,132,3,40,406
0,0,0,0,0,0,0,3,40,407
0,0,0,0,0,0,0,3,40,408
0,0,0,0,0,0,0,3,40,409
4,0,0,1,1,0,21,3,40,410
0,0,0,0,0,0,0,3,40,411
2,0,0,0,1,0,42,3,40,412
0,0,0,0,0,0,0,3,40,413
19,1,1,0,6,1,4,3,40,414
0,0,0,0,0,0,0,3,40,415
1,0,0,0,1,0,7,3,40,416
0,0,0,0,0,0,0,3,40,417
0,0,0,0,0,0,0,3,40,418
0,0,0,0,0,0,0,3,40,419
0,0,0,0,0,0,0,3,40,420
1,0,0,0,1,0,48,3,40,421
0,0,0,0,0,0,0,3,40,422
0,0,0,0,0,0,0,3,40,423
0,0,0,0,0,0,0,3,40,424
0,0,0,0,0,0,0,3,40,425
0,0,0,0,0,0,0,3,40,426
0,0,0,0,0,0,0,3,40,427
0,0,0,0,0,0,0,3,40,428
0,0,0,0,0,0,0,3,40,429
0,0,0,0,0,0,0,3,40,430
0,0,0,0,0,0,0,3,40,431
0,0,0,0,0,0,0,3,40,432
0,0,0,0,0,0,0,3,40,433
0,0,0,0,0,0,0,3,40,434
0,0,0,0,0,0,0,3,40,435
0,0,0,0,0,0,0,3,40,436
0,0,0,0,0,0,0,3,40,437
0,0,0,0,0,0,0,3,40,438
0,0,0,0,0,0,0,3,40,439
0,0,0,0,0,0,0,3,40,440
0,0,0,0,0,0,0,3,40,441
0,0,0,0,0,0,0,3,40,442
0,0,0,0,0,0,0,3,40,443
0,0,0,0,0,0,0,3,40,444
0,0,0,0,0,0,0,3,40,445
2,0,0,0,2,0,47,3,43,1561
3,0,0,0,3,1,17,3,43,1562
3,0,0,0,3,0,13,3,43,1563
12,0,0,0,18,1,59,3,43,1564
59,7,0,0,9,0,19,3,43,1565
28,2,2,0,2,0,40,3,43,1566
4,0,0,0,5,0,16,3,43,1567
5,0,0,0,5,0,7,3,43,1568
5,0,0,0,8,0,9,3,43,1569
0,0,0,0,0,0,0,3,43,1570
8,0,0,0,11,0,9,3,43,1571
53,0,1,0,66,3,139,3,43,1572
33,0,1,0,35,0,67,3,43,1573
38,3,1,0,10,0,24,3,43,1574
54,0,1,0,76,0,106,3,43,1575
3,0,0,0,5,0,21,3,43,1576
4,0,0,0,4,0,52,3,43,1577
23,0,0,0,31,0,26,3,43,1578
0,0,0,0,0,0,0,3,43,1579
8,0,0,1,6,0,50,3,43,1580
0,0,0,0,0,0,0,3,43,1581
0,0,0,0,0,0,0,3,43,1582
5,0,0,0,7,1,19,3,43,1583
1,0,0,0,2,0,17,3,43,1584
1,0,0,0,1,0,37,3,43,1585
2,0,0,0,3,0,8,3,43,1586
6,0,0,0,7,0,25,3,43,1587
1,0,0,0,2,0,8,3,43,1588
13,0,1,0,7,0,13,3,43,1589
8,0,0,0,13,0,13,3,43,1590
0,0,0,0,0,0,0,3,43,1591
0,0,0,0,0,0,0,3,43,1592
99,1,0,0,143,1,95,3,43,1593
10,0,1,0,6,0,88,3,43,1594
12,0,1,0,8,1,48,3,43,1595
24,0,4,0,3,0,35,3,43,1596
50,1,4,0,31,1,36,3,43,1597
5,0,0,0,9,0,23,3,43,1598
1,0,0,0,1,0,31,3,43,1599
3,0,0,0,4,0,56,3,43,1600
11,0,0,0,16,0,42,3,43,1601
226,18,3,0,114,0,135,3,43,1602
28,0,1,0,29,0,12,3,43,1603
80,2,1,0,74,0,9,3,43,1604
0,0,0,0,0,0,0,3,43,1605
2,0,0,0,2,0,29,3,43,1606
0,0,0,0,0,0,0,3,43,1607
2,0,0,0,4,0,1,3,43,1608
7,0,0,0,10,0,70,3,43,1609
1,0,0,0,1,0,0,3,43,1610
5,0,0,0,6,0,51,3,43,1611
2,0,0,0,3,0,35,3,43,1612
3,0,0,0,5,0,8,3,43,1613
15,0,2,0,4,0,1,3,43,1614
2,0,0,0,4,0,43,3,43,1615
0,0,0,0,0,0,0,3,43,1616
20,0,1,0,17,0,130,3,43,1617
1,0,0,0,1,0,23,3,43,1618
3,0,0,0,4,0,11,3,43,1619
55,4,1,0,25,2,43,3,43,1620
6,0,0,0,7,0,16,3,43,1621
0,0,0,0,0,0,0,3,43,1622
19,0,0,0,24,0,30,3,43,1623
0,0,0,0,0,0,0,3,43,1624
20,0,2,0,13,0,18,3,43,1625
5,0,0,0,7,0,8,3,43,1626
0,0,0,0,0,0,0,3,43,1627
25,0,0,0,37,1,40,3,43,1628
2,0,0,0,3,0,7,3,43,1629
2,0,0,0,3,1,11,3,43,1630
0,0,0,0,0,0,0,3,43,1631
12,0,1,1,3,1,24,3,43,1632
3,0,0,0,2,1,24,3,43,1633
0,0,0,0,0,0,0,3,43,1634
2,0,0,0,4,0,190,3,43,1635
2,0,0,0,2,0,37,3,43,1636
86,7,1,0,32,1,154,3,43,1637
0,0,0,0,0,0,0,3,43,1638
11,0,1,0,7,0,26,3,43,1639
0,0,0,0,0,0,0,3,43,1640
19,0,0,1,20,2,209,3,43,1641
0,0,0,0,0,0,0,3,43,1642
1,0,0,0,2,0,16,3,43,1643
17,0,0,0,24,0,9,3,43,1644
8,0,0,0,9,1,14,3,43,1645
0,0,0,0,0,0,0,3,43,1646
14,0,1,0,10,0,95,3,43,1647
1,0,0,0,2,0,87,3,43,1648
14,0,1,0,4,0,30,3,43,1649
0,0,0,0,0,0,0,3,43,1650
2,0,0,0,2,0,48,3,43,1651
1,0,0,0,1,0,48,3,43,1652
2,0,0,0,4,0,24,3,43,1653
7,0,0,2,1,0,59,3,43,1654
4,0,0,0,7,0,24,3,43,1655
3,0,0,0,3,0,13,3,43,1656
24,0,0,0,31,1,63,3,43,1657
2,0,0,0,3,0,51,3,43,1658
22,0,0,0,33,0,29,3,43,1659
0,0,0,0,0,0,0,3,43,1660
20,0,1,0,15,0,19,3,43,1661
3,0,0,0,4,0,55,3,43,1662
178,11,3,0,115,0,66,3,43,1663
0,0,0,0,0,0,0,3,43,1664
3,0,0,0,3,2,7,3,43,1665
10,0,0,0,17,0,103,3,43,1666
1,0,0,0,1,0,26,3,43,1667
1,0,0,0,1,0,0,3,43,1668
1,0,0,0,1,0,5,3,43,1669
3,0,0,0,5,0,55,3,43,1670
3,0,0,0,4,1,15,3,43,1671
5,0,0,0,7,1,43,3,43,1672
5,0,0,0,7,0,25,3,43,1673
1,0,0,0,1,0,5,3,43,1674
1,0,0,0,2,0,9,3,43,1675
1,0,0,0,1,0,55,3,43,1676
4,0,0,0,5,0,33,3,43,1677
19,1,0,0,11,1,27,3,43,1678
11,0,0,0,15,0,34,3,43,1679
4,0,0,0,6,0,0,3,43,1680
0,0,0,0,0,0,0,3,37,5765
0,0,0,0,0,0,0,3,37,5766
1,0,0,0,2,0,71,3,37,5767
0,0,0,0,0,0,0,3,37,5768
3,0,0,0,4,0,26,3,37,5769
6,0,0,0,8,0,107,3,37,5770
0,0,0,0,0,0,0,3,37,5771
0,0,0,0,0,0,0,3,37,5772
0,0,0,0,0,0,0,3,37,5773
1,0,0,0,1,0,21,3,37,5774
1,0,0,0,1,0,34,3,37,5775
0,0,0,0,0,0,0,3,37,5776
0,0,0,0,0,0,0,3,37,5777
4,0,0,0,6,0,31,3,37,5778
0,0,0,0,0,0,0,3,37,5779
23,2,1,0,3,0,30,3,37,5780
0,0,0,0,0,0,0,3,37,5781
2,0,0,0,3,0,12,3,37,5782
0,0,0,0,0,0,0,3,37,5783
0,0,0,0,0,0,0,3,37,5784
7,0,0,0,9,0,98,3,37,5785
5,0,0,1,2,0,82,3,37,5786
5,0,0,0,7,0,112,3,37,5787
0,0,0,0,0,0,0,3,37,5788
0,0,0,0,0,0,0,3,37,5789
4,0,0,0,6,0,45,3,37,5790
0,0,0,0,0,0,0,3,37,5791
380,14,7,2,338,0,336,3,37,5792
0,0,0,0,0,0,0,3,37,5793
20,1,0,0,18,0,90,3,37,5794
0,0,0,0,0,0,0,3,37,5795
0,0,0,0,0,0,0,3,37,5796
0,0,0,0,0,0,0,3,37,5797
0,0,0,0,0,0,0,3,37,5798
0,0,0,0,0,0,0,3,37,5799
0,0,0,0,0,0,0,3,37,5800
0,0,0,0,0,0,0,3,37,5801
8,0,1,0,1,0,55,3,37,5802
1,0,0,0,1,0,25,3,37,5803
0,0,0,0,0,0,0,3,37,5804
1,0,0,0,1,0,51,3,37,5805
0,0,0,0,0,0,0,3,37,5806
37,0,0,0,47,0,6,3,37,5807
27,1,0,0,28,0,81,3,37,5808
0,0,0,0,0,0,0,3,37,5809
0,0,0,0,0,0,0,3,37,5810
0,0,0,0,0,0,0,3,37,5811
2,0,0,0,2,0,74,3,37,5812
24,0,1,1,20,0,89,3,37,5813
0,0,0,0,0,0,0,3,37,5814
0,0,0,0,0,0,0,3,37,5815
0,0,0,0,0,0,0,3,37,5816
1,0,0,0,1,0,72,3,37,5817
0,0,0,0,0,0,0,3,37,5818
0,0,0,0,0,0,0,3,37,5819
7,0,0,0,8,0,39,3,37,5820
107,5,4,6,37,1,968,3,37,5821
23,1,2,0,6,0,80,3,37,5822
0,0,0,0,0,0,0,3,37,5823
0,0,0,0,0,0,0,3,37,5824
0,0,0,0,0,0,0,3,37,5825
0,0,0,0,0,0,0,3,37,5826
1,0,0,0,1,0,153,3,37,5827
0,0,0,0,0,0,0,3,37,5828
8,0,0,0,13,0,78,3,37,5829
3,0,0,0,4,0,36,3,37,5830
0,0,0,0,0,0,0,3,37,5831
0,0,0,0,0,0,0,3,37,5832
27,1,2,1,6,0,102,3,37,5833
3,0,0,0,5,0,78,3,37,5834
0,0,0,0,0,0,0,3,37,5835
35,0,2,1,27,0,160,4,57,446
74,4,6,0,17,0,53,4,57,447
20,0,2,0,10,0,52,4,57,448
52,1,5,1,18,0,50,4,57,449
20,0,1,0,16,0,38,4,57,450
1,0,0,0,1,0,18,4,57,451
77,6,1,1,39,1,163,4,57,452
1,0,0,0,1,0,25,4,57,453
9,0,0,0,12,0,44,4,57,454
6,0,0,0,7,0,32,4,57,455
0,0,0,0,0,0,0,4,57,456
2,0,0,0,3,0,14,4,57,457
47,0,1,1,57,0,495,4,57,458
0,0,0,0,0,0,0,4,57,459
19,0,0,0,28,1,59,4,57,460
0,0,0,0,0,0,0,4,57,461
0,0,0,0,0,0,0,4,57,462
104,9,3,2,11,0,454,4,57,463
0,0,0,0,0,0,0,4,57,464
20,0,1,0,20,0,38,4,57,465
2,0,0,0,4,0,22,4,57,466
3,0,0,0,4,0,23,4,57,467
6,0,1,0,0,0,17,4,57,468
9,0,1,0,2,0,78,4,57,469
31,1,3,0,10,0,86,4,57,470
31,1,3,0,10,0,86,4,57,471
34,0,5,0,12,0,170,4,57,472
34,3,0,1,10,0,66,4,57,473
20,0,1,0,16,0,63,4,57,474
46,1,4,0,22,1,95,4,57,475
8,0,1,0,2,0,41,4,57,476
105,0,0,1,153,6,317,4,57,477
13,0,1,0,8,0,100,4,57,478
35,0,1,0,40,0,101,4,57,479
11,0,0,0,16,0,89,4,57,480
10,0,1,0,5,0,77,4,57,481
2,0,0,0,1,1,107,4,57,482
2,0,0,0,2,0,92,4,57,483
25,1,2,0,7,0,66,4,57,484
2,0,0,0,3,1,82,4,57,485
17,0,1,0,13,0,113,4,57,486
18,0,3,0,2,0,103,4,57,487
0,0,0,0,0,0,0,4,57,488
99,0,3,1,101,1,409,4,57,489
3,0,0,0,5,0,53,4,57,490
7,0,0,0,10,0,80,4,57,491
10,0,1,0,4,0,53,4,57,492
0,0,0,0,0,0,0,4,57,493
0,0,0,0,0,0,0,4,57,494
0,0,0,0,0,0,0,4,57,495
34,2,1,0,7,1,68,4,57,496
1,0,0,0,1,0,23,4,57,497
48,0,2,0,57,2,173,4,57,498
21,0,1,0,21,0,120,4,57,499
78,0,4,1,71,0,177,4,57,500
2,0,0,0,3,0,83,4,57,501
9,0,1,0,2,0,78,4,57,502
6,0,0,0,9,1,70,4,57,503
11,0,1,0,6,0,35,4,57,504
172,6,7,3,105,0,209,4,57,505
22,0,3,1,1,0,74,4,57,506
63,3,2,0,35,1,90,4,57,507
1,0,0,0,3,0,42,4,57,508
18,0,1,0,17,0,38,4,57,509
9,0,1,0,2,0,45,4,57,510
13,0,1,1,5,0,141,4,57,511
6,0,0,0,6,0,72,4,57,512
1,0,0,0,2,0,40,4,57,513
24,0,2,0,16,0,49,4,57,514
146,7,3,1,94,0,160,4,57,515
89,6,3,0,34,0,65,4,57,516
26,1,2,0,8,0,53,4,57,517
128,12,4,0,23,0,122,4,57,518
1,0,0,0,3,0,26,4,57,519
22,0,1,0,18,0,18,4,57,520
19,0,1,0,17,0,35,4,57,521
34,0,4,0,15,0,93,4,57,522
41,0,1,0,47,1,35,4,57,523
0,0,0,0,0,0,0,4,57,524
241,14,3,1,166,0,99,4,57,525
3,0,0,0,4,0,6,4,57,526
0,0,0,0,0,0,0,4,57,527
17,2,0,0,1,0,29,4,57,528
2,0,0,0,2,0,27,4,57,529
0,0,0,0,0,0,0,4,57,530
0,0,0,0,0,0,0,4,57,531
0,0,0,0,0,0,0,4,57,532
19,0,1,1,13,0,169,4,57,533
0,0,0,0,0,0,0,4,57,534
1,0,0,0,2,0,24,4,57,535
13,0,1,1,4,2,208,4,57,536
8,0,1,0,1,0,41,4,57,537
0,0,0,0,0,0,0,4,57,538
0,0,0,0,0,0,0,4,57,539
0,0,0,0,0,0,0,4,57,540
6,0,0,0,9,1,10,4,57,541
8,0,1,0,1,0,45,4,57,542
0,0,0,0,0,0,0,4,57,543
0,0,0,0,0,0,0,4,57,544
0,0,0,0,0,0,0,4,57,545
9,0,1,0,3,0,52,4,57,546
67,6,2,0,17,0,72,4,57,547
3,0,0,0,8,0,41,4,57,548
1,0,0,0,2,0,15,4,57,549
9,0,0,0,15,0,104,4,57,550
1749,117,20,7,996,27,870,4,57,551
13,1,0,0,5,0,37,4,57,552
1,0,0,0,3,0,82,4,57,553
3,0,0,0,4,0,45,4,57,554
13,0,1,0,7,0,14,4,57,555
8,0,1,0,2,0,9,4,57,556
7,0,0,0,10,0,38,4,57,557
9,0,1,0,3,1,85,4,57,558
0,0,0,0,0,0,0,4,57,559
10,0,1,0,4,0,66,4,57,560
2,0,0,0,3,0,31,4,57,561
1,0,0,0,1,0,8,4,57,562
25,0,3,0,9,0,53,4,57,563
12,0,1,0,6,1,27,4,57,564
22,0,1,0,23,0,75,4,57,565
41,3,1,1,12,0,86,4,57,566
1,0,0,0,1,0,41,4,57,567
9,0,1,0,3,0,10,4,57,568
5,0,0,0,6,0,67,4,57,569
43,2,0,0,43,0,68,4,57,570
32,1,2,1,17,0,91,4,57,571
33,1,2,0,21,0,95,4,57,572
31,1,0,0,27,0,44,4,57,573
9,0,1,0,2,0,58,4,57,574
1,0,0,0,2,0,3,4,57,575
1,0,0,0,1,0,53,4,57,576
1,0,0,0,1,0,11,4,57,577
1,0,0,0,1,0,10,4,57,578
78,7,1,0,25,0,81,4,57,579
15,0,2,0,3,0,29,4,57,580
0,0,0,0,0,0,0,4,57,581
2104,145,22,6,1211,16,575,4,57,582
0,0,0,0,0,0,0,4,57,583
0,0,0,0,0,0,0,4,57,584
1,0,0,0,1,0,10,4,57,585
0,0,0,0,0,0,0,4,57,586
130,12,5,0,10,0,62,4,57,587
15,0,1,0,10,0,46,4,57,588
19,0,2,0,9,0,52,4,57,589
31,0,2,0,30,1,127,4,57,590
27,0,0,0,48,1,78,4,57,591
3,0,0,0,6,0,53,4,57,592
24,1,0,1,23,1,16,4,57,593
27,0,4,0,7,1,37,4,60,1681
27,1,2,0,10,1,50,4,60,1682
5,0,0,0,7,0,39,4,60,1683
30,0,3,0,17,1,73,4,60,1684
31,1,2,0,18,1,70,4,60,1685
2,0,0,0,4,0,17,4,60,1686
46,3,2,0,14,0,39,4,60,1687
92,2,8,0,47,0,137,4,60,1688
0,0,0,0,0,0,0,4,60,1689
15,1,1,0,1,0,20,4,60,1690
17,1,1,0,5,0,33,4,60,1691
1,0,0,0,1,0,14,4,60,1692
10,0,1,0,2,0,70,4,60,1693
15,0,2,0,3,0,39,4,60,1694
38,0,2,1,32,0,99,4,60,1695
13,0,0,0,16,0,17,4,60,1696
0,0,0,0,0,0,0,4,60,1697
9,0,1,0,2,0,28,4,60,1698
1,0,0,0,1,0,48,4,60,1699
3,0,0,1,0,0,40,4,60,1700
1,0,0,0,1,0,13,4,60,1701
29,1,3,0,7,0,26,4,60,1702
33,1,2,0,22,0,26,4,60,1703
31,1,4,0,5,0,28,4,60,1704
5,0,0,0,6,0,38,4,60,1705
138,8,3,0,83,1,84,4,60,1706
11,0,2,0,0,0,0,4,60,1707
