pk_id_milestone,version,date_from,date_to,"pk",milestone_id,"milestone_title",milestone_year,"outcome_description",outcome_target_year
96,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"17312_58",17312,"Regional flood and drought forecast and early warning tool developed for India/Sri Lanka with associated protocols distributed to relevant government agencies. ",2018,"4.1.  Strong evidence underpinning implementation of solutions that increase water supply for agricultural production, livelihoods and ecosystems, and that decrease losses from water variability extremes  

[related WLE sub-IDO indicator: Number of countries in which stakeholders and policy makers implement approaches that increase water supply for agricultural production under conditions of water variability]",2022
97,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"17327_58",17327,"2018 Groundwater information for Africa is used by 2 governments in their planning processes",2018,"4.2. Policy advice on improved water resource infrastructure planning and management adopted, leading to enhanced ecosystem services and increased resilience

[related to WLE sub-IDO: Number of countries with  demonstrable investment by donors, MDBs and Governments in landscape-based solutions to manage increased water variability]",2022
98,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"17330_58",17330,"2 or more tools for addressing tradeoffs across the water-energy-food nexus published",2018,"4.2. Policy advice on improved water resource infrastructure planning and management adopted, leading to enhanced ecosystem services and increased resilience

[related to WLE sub-IDO: Number of countries with  demonstrable investment by donors, MDBs and Governments in landscape-based solutions to manage increased water variability]",2022
99,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"17383_59",17383,"At least 10 research organizations representing natural and social scientists from health and agriculture participate in theme-based workshops which recognize gender and equity issues, and build on partnerships identified in 2015 A4NH regional consultations",2018,"Agricultural research and funding institutions initiate collaboration with public health counterparts to solve complex intersectoral problems",2022
100,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"17432_60",17432,"Forage intensification options adapted to climate change are disseminated",2018,"4.2 Targeted solutions are used by research and development partners, across at least 10 priority countries and other locations, to increase the productivity of cattle, small ruminants and pigs in the face of ongoing environmental changes. ",2022
101,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"17442_60",17442,"Tools to enhance gender inclusion in environmental management identified: four tools identified by end of 2018 across five types of sustainable land management projects, based on a global review.",2018,"4.4 Gender responsive environmental management options that are well adapted to Global Environmental Change are adopted by households (women and youth) in 6 countries.",2022
102,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"17452_60",17452,"Two events will be influenced by the end of 2018.  High level communication on livestock and environment at the GFFA (January 2018) ; side event on livestock and environment at UNFCCC COP 24 in November 2018.",2018,"4.6 Evidence generated by the flagship influences key global livestock agendas (IPCC, Global agenda for Sustainable Livestock)",2022
103,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"17462_58",17462,"5 cities implement Milan Urban Food Policy Pact with WLE Facilitation",2018,"3.1. Increased capacity and evidence for male and female stakeholders and policy makers to implement urban and peri-urban agriculture (UPA) related policies and farming system innovations  

[related WLE sub-IDO indicator: Number of cities with increased capacity and evidence for stakeholders and policy makers to implement urban and peri-urban agriculture related policies, strategies and/or farming system innovations]",2022
104,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"17474_58",17474,"FAO Adopts revised handbook on wastewater management for irrigation
",2018,"3.2 Increased business capacities in nutrient, water and energy recovery from domestic and agro-industrial waste for intensified food crop production

[related WLE sub-IDO indicators: Increased number of business schools, training courses and start-up trainees with RRR business capacity]",2022
105,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"17475_58",17475,"Gender and Resource Recovery case studies referenced by stakeholders 

",2018,"3.2 Increased business capacities in nutrient, water and energy recovery from domestic and agro-industrial waste for intensified food crop production

[related WLE sub-IDO indicators: Increased number of business schools, training courses and start-up trainees with RRR business capacity]",2022
106,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"17502_58",17502,"Advisory services (including technical support, policy guidance, guidelines etc) for adoption and replication of resource oriented solid and liquid waste management in small towns (up to 8000) established for World Bank and Government of India.
",2018,"3.2 Increased business capacities in nutrient, water and energy recovery from domestic and agro-industrial waste for intensified food crop production

[related WLE sub-IDO indicators: Increased number of business schools, training courses and start-up trainees with RRR business capacity]",2022
107,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"17525_58",17525,"Guidelines developed for the Indian ministry of Urban Development on Safety handling of fecal sludge and wastewater to be applied in ca. 8000 towns
",2018,"3.2 Increased business capacities in nutrient, water and energy recovery from domestic and agro-industrial waste for intensified food crop production

[related WLE sub-IDO indicators: Increased number of business schools, training courses and start-up trainees with RRR business capacity]",2022
108,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"17526_58",17526,"Policy and/or Guidance documents accepted by national ministry
",2018,"3.2 Increased business capacities in nutrient, water and energy recovery from domestic and agro-industrial waste for intensified food crop production

[related WLE sub-IDO indicators: Increased number of business schools, training courses and start-up trainees with RRR business capacity]",2022
109,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"17527_58",17527,"Policy and/or Guidance documents accepted by national cabinet
",2018,"3.2 Increased business capacities in nutrient, water and energy recovery from domestic and agro-industrial waste for intensified food crop production

[related WLE sub-IDO indicators: Increased number of business schools, training courses and start-up trainees with RRR business capacity]",2022
110,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"17562_60",17562,"Finalised version of the WELI produced by September 2018.",2018,"5.4 Local or national development partners in four priority countries adopt gender-transformative and youth-supportive approaches (using the evidence from the strategic gender research done under the CRP)",2022
111,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"17732_60",17732,"Protocol for use by Livestock CRP and other researchers to guide testing, evaluation and scaling of technologies developed by December 2018.",2018,"5.6 Livestock communities across 4 priority countries apply tested technologies, management strategies and institutional arrangements, taking the multiple functions of livestock into account
",2022
112,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"17744_59",17744,"2.5% annual increase in mainstreaming as a percentage of total CGIAR Center efforts for target crop/agroecology",2018,"Biofortification mainstreamed into CGIAR and NARS breeding efforts",2022
113,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"17774_60",17774,"1.1.2 Environmental suitability maps for sheep, goat and chicken available for Ethiopia by end of 2018.",2018,"Outcome 1.1:
Data on livestock diversity and systems, including from a gendered lens, used to develop or refine genetic improvement and / or conservation strategies by policymakers, national research and development partners, and the private sector, in 5 CRP priority countries and other locations. ",2022
114,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"17775_60",17775,"1.1.3 Baseline genome characterisation information of existing livestock (small ruminant, cattle, chicken) populations, including genome sequencing, available for Ethiopia and Tanzania, as well as for Ethiopian sheep, by end of 2018.",2018,"Outcome 1.1:
Data on livestock diversity and systems, including from a gendered lens, used to develop or refine genetic improvement and / or conservation strategies by policymakers, national research and development partners, and the private sector, in 5 CRP priority countries and other locations. ",2022
115,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"17776_60",17776,"1.1.4 A poultry phenotypic characterisation platform available at ILRI Ethiopia by end of 2018.",2018,"Outcome 1.1:
Data on livestock diversity and systems, including from a gendered lens, used to develop or refine genetic improvement and / or conservation strategies by policymakers, national research and development partners, and the private sector, in 5 CRP priority countries and other locations. ",2022
116,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"17802_60",17802,"1.2.4 Availability of zebu x taurine admixture SNPs chips for screening of dairy cattle crossbreed in Ethiopia and Tanzania by August 2018.",2018,"Outcome 1.2
Genetic improvement strategies for improved livestock genetics implemented by national research and development partners, and the private sector in 6 CRP priority countries and other locations.",2022
117,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"17812_60",17812,"1.3.2 Development of a business model for the delivery and improvement of chicken relevant to Ethiopia, Tanzania and Nigeria, by end of 2018.",2018,"Outcome 1.3
Business models for multiplication and delivery of improved livestock genetics, to resource poor women and men livestock keepers, implemented by national research and development partners, and the private sector in five CRP priority countries and other locations.",2022
118,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"17822_60",17822,"1.4.1 Publication of a study reporting how gender dynamics may affect genetics interventions and what institutional arrangements may help ensure gender equitable outcomes of genetics interventions by August 2018.",2018,"Outcome 1.4
Women and men resource poor livestock keepers sustainably utilizing improved livestock genetics, both productive and adapted, in 3 priority countries and other locations.",2022
119,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"17832_60",17832,"1.5.2 Guidelines established on institutional arrangements needed for certification of breeding rams/bucks by August 2018.",2018,"Outcome 1.5
Guidelines on policy and institutional arrangements for improvement and conservation of animal genetic resources (AnGR) adopted by policymakers, national research and development partners, and the private sector, in at least 4 priority countries and other locations.",2022
120,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"17843_58",17843,"Decision Analysis Framework for Planning and Performance Measurement of Land Restoration Initiatives applied to UNCCD LDN case study and one land restoration project and improved based on feedback from stakeholders.",2018,"1.3 Strengthen approaches to the monitoring and evaluation of land restoration and the assessment of land degradation risks.

[related WLE sub-IDO indicator: Number of countries that adopt and have trained staff in land restoration surveillance, planning and verification frameworks]",2022
121,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"17844_58",17844,"2018 60 National scientists (20% women) trained and supported in applying low cost soil and plant health measurements using dry spectroscopy for targeting and monitoring land restoration in 8 countries (Ethiopia, Ghana, Kenya, India, Malawi, Nepal, Nigeria, and Tanzania).
",2018,"1.3 Strengthen approaches to the monitoring and evaluation of land restoration and the assessment of land degradation risks.

[related WLE sub-IDO indicator: Number of countries that adopt and have trained staff in land restoration surveillance, planning and verification frameworks]",2022
122,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"17862_58",17862,"Capitalizing on the international focus on “nature-based solutions for water” in 2018, contribute to international dialogue through particpation at 3 or more awareness raising events (e.g. World Water Forum, World Water Week, IPBES COP and Ramsar COP) and at least 5 communications pieces/products that highlight nature-based solutions that contribute to reduced trade-offs and sustainability.    ",2018,"4.1.  Strong evidence underpinning implementation of solutions that increase water supply for agricultural production, livelihoods and ecosystems, and that decrease losses from water variability extremes  

[related WLE sub-IDO indicator: Number of countries in which stakeholders and policy makers implement approaches that increase water supply for agricultural production under conditions of water variability]",2022
123,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"17872_58",17872,"Capitalizing on the international focus on “nature-based solutions for water” in 2018, contribute to international dialogue through particpation at 3 or more awareness raising events (e.g. World Water Forum, World Water Week, IPBES COP and Ramsar COP) and at least 5 communications pieces/products that highlight nature-based solutions that contribute to reduced trade-offs and sustainability.    ",2018,"4.2. Policy advice on improved water resource infrastructure planning and management adopted, leading to enhanced ecosystem services and increased resilience

[related to WLE sub-IDO: Number of countries with  demonstrable investment by donors, MDBs and Governments in landscape-based solutions to manage increased water variability]",2022
124,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"17882_58",17882,"7 reports providing in-depth and focused food and farming system analysis in a minimum of 7 cities (Nairobi, Quito, Colombo, Cali, Palmira and 2 African Cities)",2018,"3.1. Increased capacity and evidence for male and female stakeholders and policy makers to implement urban and peri-urban agriculture (UPA) related policies and farming system innovations  

[related WLE sub-IDO indicator: Number of cities with increased capacity and evidence for stakeholders and policy makers to implement urban and peri-urban agriculture related policies, strategies and/or farming system innovations]",2022
125,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"17892_60",17892,"Access of research partners to CRP generated knowledge on forages increased through 3 issues of the Tropical Grasslands journal (in January, May and September 2018).",2018,"Outcome 3.1 - Local, national and international research and development partners, the private sector, decision-makers and livestock producers are able to diagnose feed constraints and opportunities and to effectively prioritize and target feed and forage interventions, resulting in: a 10% improvement in utilization of feeds and forages, a 20% increase in animal production using improved feed and forage technologies, a 10% accuracy increase for biomass and quality estimation and at least 250,000 annual visitors to global databases, repositories, interactive tools and maps and the Tropical Grasslands/Forrajes Tropicales journal website.",2022
126,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"17903_65",17903,"1.1.1. Prototype data analytics environment developed and tested.",2018,"1.1. A demand-driven analytics environment is available.",2022
127,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"17904_65",17904,"1.1.2. Seamless integration with 2-3 key analytical or mapping tools enabled.",2018,"1.1. A demand-driven analytics environment is available.",2022
128,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"17925_65",17925,"1.2.1.   New interface and functionalities added to GARDIAN (Global Agricultural Research Data Innovation Acceleration Network), including tools and services to accommodate data privacy, ethics, and licensing issues.",2018,"1.2. CGIAR resources are discoverable and reused.",2022
129,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"17926_65",17926,"1.2.2.   At least 50 datasets in institutional repository quality-checked, and both data and metadata annotated with ontology and/or AGROVOC/GACS terms.",2018,"1.2. CGIAR resources are discoverable and reused.",2022
130,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"17927_65",17927,"1.2.3.   Sustainable model for data annotation/ curation tested.",2018,"1.2. CGIAR resources are discoverable and reused.",2022
131,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"17928_65",17928,"1.2.4. Data mining and machine learning methodologies tested for improving data quality or searchability.",2018,"1.2. CGIAR resources are discoverable and reused.",2022
132,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"17966_65",17966,"1.3.1. CG Core Metadata Schema v.2.0 finalized and implemented, and/or mapped across Center publications and data repositories.",2018,"1.3.  Standards and semantics are utilized to enable FAIR (Findable, Accessible, Interoperable and Reusable) agricultural data.",2022
133,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"17967_65",17967,"1.3.2. Agronomy Ontology completed and prototype field book tested for data collection based on semantic standards.",2018,"1.3.  Standards and semantics are utilized to enable FAIR (Findable, Accessible, Interoperable and Reusable) agricultural data.",2022
134,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"17968_65",17968,"1.3.3. Ontology (Crop and Agronomy Ontology at minimum) and/or AGROVOC/GACS terms adopted as metadata descriptors by Center repositories/ platforms.",2018,"1.3.  Standards and semantics are utilized to enable FAIR (Findable, Accessible, Interoperable and Reusable) agricultural data.",2022
135,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"17969_65",17969,"1.3.4. Draft for key classes and sub-classes for socioeconomic ontology developed.",2018,"1.3.  Standards and semantics are utilized to enable FAIR (Findable, Accessible, Interoperable and Reusable) agricultural data.",2022
136,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"17970_65",17970,"1.3.5. Links to agrisemantics efforts external to CGIAR maintained or enhanced.",2018,"1.3.  Standards and semantics are utilized to enable FAIR (Findable, Accessible, Interoperable and Reusable) agricultural data.",2022
137,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"18013_65",18013,"1.4.3. At least two workshops/trainings for data/ information/ ontology managers and researchers held on ways to render datasets FAIR.",2018,"1.4. Enhance capacity, catalyze culture change to further CGIAR OA/OD compliance and public goods mandate.",2022
138,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"18014_65",18014,"1.4.2.  At least 2 data sprints or 1 relevant training and 1 data sprint held for researchers to increase the number of well-annotated datasets in Center data repositories.",2018,"1.4. Enhance capacity, catalyze culture change to further CGIAR OA/OD compliance and public goods mandate.",2022
139,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"18033_58",18033,"Online tool set for management, analysis and application of soil-plant infrared spectroscopy data, including Africa soil property prediction, tested with 8 national labs, and improved based on feedback (Ethiopia, Ghana, Kenya, India, Malawi, Nepal, Nigeria, and Tanzania).
",2018,"1.3 Strengthen approaches to the monitoring and evaluation of land restoration and the assessment of land degradation risks.

[related WLE sub-IDO indicator: Number of countries that adopt and have trained staff in land restoration surveillance, planning and verification frameworks]",2022
140,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"18056_58",18056,"2018 – Work plans finalised for 3 new partnerships in three different farming systems (RTB, RICE, FTA).
",2018,"5.2. Decision makers in at least two countries using ESA tools to improve designs and outcomes of at least two major agricultural and related natural resource intervention programs to deliver against critical SDGs",2022
141,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"18057_58",18057," 2 AFS CRPS begin to co-develop and integrate better methods of assessment of impacts of agricultural practices on sustainability at scale
",2018,"5.2. Decision makers in at least two countries using ESA tools to improve designs and outcomes of at least two major agricultural and related natural resource intervention programs to deliver against critical SDGs",2022
142,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"18094_65",18094,"2.1.2. Hold high-level Convention on Big Data in Agriculture, with wide participation of CGIAR and non-CGIAR actors, establishment of collaborative agreements.
",2018,"2.1. CGIAR is more broadly engaged in big data community.",2022
143,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"18113_65",18113,"2.2.1. Identify high priority, high impact new data products and develop methodological plan to produce them, with initial implementation.
",2018,"2.2. CGIAR increases its capacity to work on priority topics more quickly, more effectively and at greater scale.
",2022
144,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"18126_65",18126,"2.3.1. Map out CGIAR needs for common big data related computing and storage infrastructure. 
",2018,"2.3. CGIAR develops as a learning organization.
",2022
145,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"18127_65",18127,"2.3.2 Establish shared services for CGIAR by negotiating with external data utility partners.
",2018,"2.3. CGIAR develops as a learning organization.
",2022
146,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"18128_65",18128,"2.3.3 Develop capacity building activities linked to Centers’ needs.
",2018,"2.3. CGIAR develops as a learning organization.
",2022
147,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"18129_65",18129,"2.3.4 Build the capacity of CGIAR to meet the data needs of the agriculture development sector.",2018,"2.3. CGIAR develops as a learning organization.
",2022
148,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"18165_65",18165,"3.1.1. New Pilot Inspire projects around Big Data related innovations.",2018,"3.1 CGIAR shows how data-driven approaches yield results in poverty reduction, enhanced nutrition or environmental benefits.
",2022
149,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"18166_65",18166,"3.1.2. Scale-up one successful pilot Inspire project (from winners 2017) around Big Data related innovations.",2018,"3.1 CGIAR shows how data-driven approaches yield results in poverty reduction, enhanced nutrition or environmental benefits.
",2022
150,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"18167_65",18167,"3.1.3. Synthesis of Inspire project successes and failures, policy documents, best-practice guidance.",2018,"3.1 CGIAR shows how data-driven approaches yield results in poverty reduction, enhanced nutrition or environmental benefits.
",2022
151,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"18193_65",18193,"1.1.3.   At least 2 case studies using the analytical environment developed and presented.",2018,"1.1. A demand-driven analytics environment is available.",2022
152,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"18203_60",18203,"The ICARDA Animal Feed Analysis Web Application (AFAWA) has reached at least 5,000 users by the end of 2018.",2018,"Outcome 3.1 - Local, national and international research and development partners, the private sector, decision-makers and livestock producers are able to diagnose feed constraints and opportunities and to effectively prioritize and target feed and forage interventions, resulting in: a 10% improvement in utilization of feeds and forages, a 20% increase in animal production using improved feed and forage technologies, a 10% accuracy increase for biomass and quality estimation and at least 250,000 annual visitors to global databases, repositories, interactive tools and maps and the Tropical Grasslands/Forrajes Tropicales journal website.",2022
153,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"18213_58",18213,"Online tool set for management, analysis and application of soil-plant infrared spectroscopy data, including Africa soil property prediction, tested with 8 national labs, and improved based on feedback (Ethiopia, Ghana, Kenya, India, Malawi, Nepal, Nigeria, and Tanzania).
",2018,"1.1 Better informed landscape restoration policies, approaches and interventions.

[related WLE sub-IDO indicator: Number of countries in which governments, agencies and local stakeholders invest in research based strategies and programs targeting adoption of restorative and preventative practices against land degradation]",2022
154,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"18223_58",18223,"Online tool set for management, analysis and application of soil-plant infrared spectroscopy data, including Africa soil property prediction, tested with 8 national labs, and improved based on feedback (Ethiopia, Ghana, Kenya, India, Malawi, Nepal, Nigeria, and Tanzania).
",2018,"1.2 Policies, strategies, and interventions investing in practices that rehabilitate or protect soil fertility and soil carbon.

[related WLE sub-IDO indicator: Number of countries where climate financing, national strategies and programs invest in research based practices to build soil fertility and soil carbon, providing food security, adaptation and mitigation benefits]",2022
155,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"18233_65",18233,"1.4.1. Materials and webinars developed and/or shared with appropriate CGIAR communities on licensing resources, data privacy and ethics, and data management and standards for maximizing FAIRness (Findability, Accessibility, Interoperability and Reuse) of CGIAR resources.",2018,"1.4. Enhance capacity, catalyze culture change to further CGIAR OA/OD compliance and public goods mandate.",2022
156,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"18242_58",18242,"The implication of Phase 1 and Phase 2 gender analyses communicated through presentations to policymakers and investors at 3 events.
",2018,"2.1 Policy and practice informed by more effective agricultural land and water management solutions and investment options

[related WLE sub-IDO indicator: Number of countries in which AWLM solutions have been adopted into policy, practice and/or investment]",2022
157,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"18253_60",18253,"National environmental policy for Tunisia completed by the end of 2018.",2018,"4.5 National government agencies across at least 5 priority countries design and implement key policies to improve the environmental management of livestock systems",2022
158,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"18254_60",18254,"Dissemination of manuals/ tools for rangeland and land use planning processes in Tunisia, Kenya and Tanzania to community leaders, local government officials and national line ministry staff by the end of 2018.",2018,"4.5 National government agencies across at least 5 priority countries design and implement key policies to improve the environmental management of livestock systems",2022
159,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"18322_58",18322,"At least 2 AFS use WLE nexus policy advise to address production constraints in South Asia",2018,"4.2. Policy advice on improved water resource infrastructure planning and management adopted, leading to enhanced ecosystem services and increased resilience

[related to WLE sub-IDO: Number of countries with  demonstrable investment by donors, MDBs and Governments in landscape-based solutions to manage increased water variability]",2022
160,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"18352_60",18352,"A booting up system developed for ASF virus.",2018,"Outcome 2.4
National and international research partners, government agencies and the private sector use 2 novel diagnostic assays and vaccines for control of ASF, CBPP, CCPP, ECF and PPR in at least 6 priority countries.",2022
161,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"18364_189",18364,"Application of the rice monitoring system for national food security program in Cambodia, supporting Thailand disaster relief program for rice farmers, crop insurance implementation in Tamil Nadu, India, Cambodia and Mekong River Delta, Vietnam, and
development of remote sensing based rice monitoring system for Bihar, India",2018,"Foresight analyses and priority setting used by RICE and partner scientists to develop and target technology options",2022
162,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"18374_189",18374,"Gender-youth business models in rice value chain reinforced through better understanding of changing roles on decision making of women and youth in rice farming ",2018,"Improved role in decision making by women and youth in rice value chains as evidenced by empowerment measures at key action sites",2022
163,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"18384_189",18384,"Establishment of a formal Economic Rice Observatory to provide policy briefs to the FLAR member countries",2018,"Well functioning multistakeholder platforms for innovation at six action sites (Bangladesh, India, Nepal; Nigeria, Senegal, Tanzania)",2022
164,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"18394_189",18394,"250-300 scholars (30% women) enrolled in advanced degree training (bachelors, masters, PhD)",2018,"New cadre of young, well trained scientists (30% women) engaged in rice research",2022
165,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"1839_56",1839,"Analysis of LED (livestock systems, rice, fertilizer) synergies with food security development and suitability by geographic region, production system and farmer characteristics in 5-8 countries",2018,"# of agricultural development initiatives where CCAFS science is used to target and implement interventions to increase input efficiency",2022
166,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"18404_189",18404,"Sufficient commercial seed produced by the seed system to provide seeds for at least 5 million farmers, of which at least 50% are women, at the key action sites",2018,"Effective public and private delivery systems for seeds of improved rice varieties in six countries (Bangladesh, India, Nepal; Nigeria, Senegal, Tanzania)",2022
167,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"18424_189",18424,"Annual updates of progress and performance indicators; reflective learning workshops; commissioned reviews and evaluations (rolling plan)",2018,"Functional and effective results-based management system for RICE and its partners ",2022
168,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"18434_189",18434,"Upgrading strategies developed with partners for increasing value capture by actors in three action sites",2018,"Diversified enterprise opportunities through upgraded value chains at six action sites (Indonesia, Myanmar, Vietnam; Cote d’Ivoire, Nigeria, Tanzania)",2022
169,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"18447_189",18447,"Rice market value captured by women scale-processors increased thanks to the improved parboiling system introduced for rice products diversification in Cote d’Ivoire.",2018,"Income by value-chain actors increased by 10% at six action sites through improved access to financial and other services (Indonesia, Myanmar, Vietnam; Cote d’Ivoire, Nigeria, Tanzania)",2022
170,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"18448_189",18448,"Opportunities for youth engagement in agribusiness services provision identified along the rice value chain in Côte d'Ivoire. ",2018,"Income by value-chain actors increased by 10% at six action sites through improved access to financial and other services (Indonesia, Myanmar, Vietnam; Cote d’Ivoire, Nigeria, Tanzania)",2022
171,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"18464_189",18464,"At least two loss reduction or value addition options identified and piloted",2018,"Income by value-chain actors increased by 15% through adoption of at least one of the postharvest or value addition practices or technologies at six action sites (Bangladesh, Cambodia, Indonesia; Benin, Cote d’Ivoire, Nigeria)",2022
172,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"18474_189",18474,"Prototype improved processing and novel products developed and tested at six action sites",2018,"Functional value chains for improved processing and novel products from rice at six action sites (Bangladesh, Cambodia, Indonesia; Benin, Cote d’Ivoire, Nigeria)",2022
173,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"18484_189",18484,"Integrated management options identified for reducing yield gaps at six action sites (Nigeria, Senegal, Madagascar, Bangladesh, Myanmar, Indonesia )",2018,"Improved management practices that reduce yield gap by 10-15% developed and disseminated at eight action sites (Nigeria, Senegal, Tanzania, Madagascar, Vietnam, Indonesia, Bangladesh, Myanmar)",2022
174,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"18494_189",18494,"Baseline input use efficiencies quantified, and constraints and opportunities identified at six action sites (Nigeria, Senegal, Madagascar, Vietnam, Indonesia, Myanmar)",2018,"Improved management practices that increase input use efficiency by 5% developed and disseminated at eight action sites (Nigeria, Senegal, Tanzania, Madagascar, Vietnam, Indonesia, Bangladesh, Myanmar)",2022
175,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"18504_189",18504,"Improved rice management practices that reduce GHG emissions demonstrated in Vietnam",2018,"Improved rice management practices that reduce GHG by 5% disseminated at three action sites (Bangladesh, Philippines, Vietnam)",2022
176,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"18514_189",18514,"Options for reducing risks caused by climate risks identified at six action sites (Senegal, Madagascar, Vietnam, Indonesia, Myanmar)",2018,"Results of completed farming systems analyses used to focus development activities on key opportunities for adapting to climate risks at eight action sites (Nigeria, Senegal, Tanzania, Madagascar, Vietnam, Indonesia, Bangladesh, Myanmar)",2022
177,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"18524_189",18524,"Prototype labor-saving technologies identified at two action sites (Madagascar, Myanmar )",2018,"Value chain actors including farmers and service providers using new mechanization options designed to increase women’s labor productivity at seven action sites (Nigeria, Senegal, Tanzania, Vietnam, Indonesia, Bangladesh, Myanmar)",2022
178,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"1852_56",1852,"Analysis of the causes of FLW in priority value chains and related drivers of emissions reductions",2018,"# of agricultural development initiatives where CCAFS science is used to target and implement interventions to increase input efficiency",2022
179,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"18534_189",18534,"Options for farm diversification developed and tested at four action sites (Cote d’Ivoire, Madagascar, Bangladesh, Myanmar)",2018,"Options to diversity rice farms with other crops, animals, or trees developed and disseminated at six action sites (Cote d’Ivoire, Madagascar, Tanzania, India, Bangladesh, Myanmar) (together with other CRPs)",2022
180,1,1900-01-01 00:00:00,2200-01-01 00:00:00,"18544_189",18544,"Baseline on-farm diets characterized at three action sites (Madagascar, Bangladesh, Myanmar)",2018,"Diversified on-farm diets sourced through diversified farming systems at four action sites (Cote d’Ivoire, Madagascar, Bangladesh, Myanmar) (together with other CRPs)",2022
